Region,Comuna,Anio,Semana,Categoria,Casos,Casos_previos_anio,Variacion_porcentual
Tarapacá,Iquique,2024,1,Hurtos,49,55,-10.91
Tarapacá,Iquique,2024,1,Daños,1,0,
Tarapacá,Iquique,2024,2,Amenazas y Riñas,35,38,-7.89
Tarapacá,Iquique,2024,2,Homicidios y Femicidios,16,26,-38.46
Tarapacá,Iquique,2024,2,Robos con Violencia e Intimidación,27,31,-12.9
Tarapacá,Iquique,2024,2,Violaciones y Delitos Sexuales,30,32,-6.25
Tarapacá,Iquique,2024,2,Ley de Control de Armas,35,45,-22.22
Tarapacá,Iquique,2024,2,Delitos en Contexto de Violencia Intrafamiliar,43,52,-17.31
Tarapacá,Iquique,2024,2,Consumo de Alcohol y Drogas en la Vía Pública,7,0,
Tarapacá,Iquique,2024,2,Hurtos,20,15,33.33
Tarapacá,Iquique,2024,2,Daños,17,9,88.89
Tarapacá,Iquique,2024,3,Amenazas y Riñas,15,7,114.29
Tarapacá,Iquique,2024,3,Homicidios y Femicidios,6,4,50
Tarapacá,Iquique,2024,3,Robos con Violencia e Intimidación,38,43,-11.63
Tarapacá,Iquique,2024,3,Violaciones y Delitos Sexuales,40,36,11.11
Tarapacá,Iquique,2024,3,Ley de Control de Armas,38,45,-15.56
Tarapacá,Iquique,2024,3,Delitos en Contexto de Violencia Intrafamiliar,17,11,54.55
Tarapacá,Iquique,2024,3,Consumo de Alcohol y Drogas en la Vía Pública,23,23,0
Tarapacá,Iquique,2024,3,Hurtos,21,19,10.53
Tarapacá,Iquique,2024,3,Daños,41,37,10.81
Tarapacá,Iquique,2024,4,Amenazas y Riñas,27,23,17.39
Tarapacá,Iquique,2024,4,Homicidios y Femicidios,22,30,-26.67
Tarapacá,Iquique,2024,4,Robos con Violencia e Intimidación,20,27,-25.93
Tarapacá,Iquique,2024,4,Violaciones y Delitos Sexuales,24,24,0
Tarapacá,Iquique,2024,4,Ley de Control de Armas,39,30,30
Tarapacá,Iquique,2024,4,Delitos en Contexto de Violencia Intrafamiliar,17,10,70
Tarapacá,Iquique,2024,4,Consumo de Alcohol y Drogas en la Vía Pública,46,53,-13.21
Tarapacá,Iquique,2024,4,Hurtos,38,45,-15.56
Tarapacá,Iquique,2024,4,Daños,16,26,-38.46
Tarapacá,Iquique,2024,5,Amenazas y Riñas,0,7,-100
Tarapacá,Iquique,2024,5,Homicidios y Femicidios,42,45,-6.67
Tarapacá,Iquique,2024,5,Robos con Violencia e Intimidación,5,0,
Tarapacá,Iquique,2024,5,Violaciones y Delitos Sexuales,42,50,-16
Tarapacá,Iquique,2024,5,Ley de Control de Armas,29,30,-3.33
Tarapacá,Iquique,2024,5,Delitos en Contexto de Violencia Intrafamiliar,32,41,-21.95
Tarapacá,Iquique,2024,5,Consumo de Alcohol y Drogas en la Vía Pública,11,18,-38.89
Tarapacá,Iquique,2024,5,Hurtos,35,25,40
Tarapacá,Iquique,2024,5,Daños,47,44,6.82
Tarapacá,Iquique,2024,6,Amenazas y Riñas,18,24,-25
Tarapacá,Iquique,2024,6,Homicidios y Femicidios,4,10,-60
Tarapacá,Iquique,2024,6,Robos con Violencia e Intimidación,39,43,-9.3
Tarapacá,Iquique,2024,6,Violaciones y Delitos Sexuales,25,29,-13.79
Tarapacá,Iquique,2024,6,Ley de Control de Armas,23,18,27.78
Tarapacá,Iquique,2024,6,Delitos en Contexto de Violencia Intrafamiliar,35,27,29.63
Tarapacá,Iquique,2024,6,Consumo de Alcohol y Drogas en la Vía Pública,12,5,140
Tarapacá,Iquique,2024,6,Hurtos,3,7,-57.14
Tarapacá,Iquique,2024,6,Daños,24,23,4.35
Tarapacá,Iquique,2024,7,Amenazas y Riñas,3,4,-25
Tarapacá,Iquique,2024,7,Homicidios y Femicidios,27,34,-20.59
Tarapacá,Iquique,2024,7,Robos con Violencia e Intimidación,43,50,-14
Tarapacá,Iquique,2024,7,Violaciones y Delitos Sexuales,32,34,-5.88
Tarapacá,Iquique,2024,7,Ley de Control de Armas,8,2,300
Tarapacá,Iquique,2024,7,Delitos en Contexto de Violencia Intrafamiliar,47,38,23.68
Tarapacá,Iquique,2024,7,Consumo de Alcohol y Drogas en la Vía Pública,25,29,-13.79
Tarapacá,Iquique,2024,7,Hurtos,33,30,10
Tarapacá,Iquique,2024,7,Daños,5,15,-66.67
Tarapacá,Iquique,2024,8,Amenazas y Riñas,46,56,-17.86
Tarapacá,Iquique,2024,8,Homicidios y Femicidios,16,24,-33.33
Tarapacá,Iquique,2024,8,Robos con Violencia e Intimidación,23,30,-23.33
Tarapacá,Iquique,2024,8,Violaciones y Delitos Sexuales,11,12,-8.33
Tarapacá,Iquique,2024,8,Ley de Control de Armas,48,42,14.29
Tarapacá,Iquique,2024,8,Delitos en Contexto de Violencia Intrafamiliar,25,28,-10.71
Tarapacá,Iquique,2024,8,Consumo de Alcohol y Drogas en la Vía Pública,32,35,-8.57
Tarapacá,Iquique,2024,8,Hurtos,15,22,-31.82
Tarapacá,Iquique,2024,8,Daños,36,27,33.33
Tarapacá,Iquique,2024,9,Amenazas y Riñas,21,18,16.67
Tarapacá,Iquique,2024,9,Homicidios y Femicidios,1,10,-90
Tarapacá,Iquique,2024,9,Robos con Violencia e Intimidación,23,27,-14.81
Tarapacá,Iquique,2024,9,Violaciones y Delitos Sexuales,31,28,10.71
Tarapacá,Iquique,2024,9,Ley de Control de Armas,10,19,-47.37
Tarapacá,Iquique,2024,9,Delitos en Contexto de Violencia Intrafamiliar,27,21,28.57
Tarapacá,Iquique,2024,9,Consumo de Alcohol y Drogas en la Vía Pública,36,32,12.5
Tarapacá,Iquique,2024,9,Hurtos,4,0,
Tarapacá,Iquique,2024,9,Daños,48,56,-14.29
Tarapacá,Iquique,2024,10,Amenazas y Riñas,7,5,40
Tarapacá,Iquique,2024,10,Homicidios y Femicidios,1,2,-50
Tarapacá,Iquique,2024,10,Robos con Violencia e Intimidación,2,0,
Tarapacá,Iquique,2024,10,Violaciones y Delitos Sexuales,5,11,-54.55
Tarapacá,Iquique,2024,10,Ley de Control de Armas,48,38,26.32
Tarapacá,Iquique,2024,10,Delitos en Contexto de Violencia Intrafamiliar,3,4,-25
Tarapacá,Iquique,2024,10,Consumo de Alcohol y Drogas en la Vía Pública,18,22,-18.18
Tarapacá,Iquique,2024,10,Hurtos,33,31,6.45
Tarapacá,Iquique,2024,10,Daños,32,32,0
Tarapacá,Iquique,2024,11,Amenazas y Riñas,29,36,-19.44
Tarapacá,Iquique,2024,11,Homicidios y Femicidios,38,30,26.67
Tarapacá,Iquique,2024,11,Robos con Violencia e Intimidación,9,4,125
Tarapacá,Iquique,2024,11,Violaciones y Delitos Sexuales,35,37,-5.41
Tarapacá,Iquique,2024,11,Ley de Control de Armas,10,20,-50
Tarapacá,Iquique,2024,11,Delitos en Contexto de Violencia Intrafamiliar,40,45,-11.11
Tarapacá,Iquique,2024,11,Consumo de Alcohol y Drogas en la Vía Pública,29,21,38.1
Tarapacá,Iquique,2024,11,Hurtos,13,22,-40.91
Tarapacá,Iquique,2024,11,Daños,42,41,2.44
Tarapacá,Iquique,2024,12,Amenazas y Riñas,4,9,-55.56
Tarapacá,Iquique,2024,12,Homicidios y Femicidios,9,18,-50
Tarapacá,Iquique,2024,12,Robos con Violencia e Intimidación,15,17,-11.76
Tarapacá,Iquique,2024,12,Violaciones y Delitos Sexuales,36,28,28.57
Tarapacá,Iquique,2024,12,Ley de Control de Armas,28,35,-20
Tarapacá,Iquique,2024,12,Delitos en Contexto de Violencia Intrafamiliar,28,34,-17.65
Tarapacá,Iquique,2024,12,Consumo de Alcohol y Drogas en la Vía Pública,6,0,
Tarapacá,Iquique,2024,12,Hurtos,17,13,30.77
Tarapacá,Iquique,2024,12,Daños,28,19,47.37
Tarapacá,Iquique,2024,13,Amenazas y Riñas,25,20,25
Tarapacá,Iquique,2024,13,Homicidios y Femicidios,34,27,25.93
Tarapacá,Iquique,2024,13,Robos con Violencia e Intimidación,49,56,-12.5
Tarapacá,Iquique,2024,13,Violaciones y Delitos Sexuales,36,41,-12.2
Tarapacá,Iquique,2024,13,Ley de Control de Armas,3,2,50
Tarapacá,Iquique,2024,13,Delitos en Contexto de Violencia Intrafamiliar,43,36,19.44
Tarapacá,Iquique,2024,13,Consumo de Alcohol y Drogas en la Vía Pública,46,40,15
Tarapacá,Iquique,2024,13,Hurtos,31,37,-16.22
Tarapacá,Iquique,2024,13,Daños,18,26,-30.77
Tarapacá,Iquique,2024,14,Amenazas y Riñas,47,50,-6
Tarapacá,Iquique,2024,14,Homicidios y Femicidios,20,26,-23.08
Tarapacá,Iquique,2024,14,Robos con Violencia e Intimidación,15,17,-11.76
Tarapacá,Iquique,2024,14,Violaciones y Delitos Sexuales,17,23,-26.09
Tarapacá,Iquique,2024,14,Ley de Control de Armas,31,35,-11.43
Tarapacá,Iquique,2024,14,Delitos en Contexto de Violencia Intrafamiliar,39,30,30
Tarapacá,Iquique,2024,14,Consumo de Alcohol y Drogas en la Vía Pública,16,6,166.67
Tarapacá,Iquique,2024,14,Hurtos,7,13,-46.15
Tarapacá,Iquique,2024,14,Daños,38,30,26.67
Tarapacá,Iquique,2024,15,Amenazas y Riñas,31,25,24
Tarapacá,Iquique,2024,15,Homicidios y Femicidios,32,24,33.33
Tarapacá,Iquique,2024,15,Robos con Violencia e Intimidación,27,21,28.57
Tarapacá,Iquique,2024,15,Violaciones y Delitos Sexuales,40,30,33.33
Tarapacá,Iquique,2024,15,Ley de Control de Armas,11,14,-21.43
Tarapacá,Iquique,2024,15,Delitos en Contexto de Violencia Intrafamiliar,34,36,-5.56
Tarapacá,Iquique,2024,15,Consumo de Alcohol y Drogas en la Vía Pública,12,8,50
Tarapacá,Iquique,2024,15,Hurtos,11,16,-31.25
Tarapacá,Iquique,2024,15,Daños,34,27,25.93
Tarapacá,Iquique,2024,16,Amenazas y Riñas,29,34,-14.71
Tarapacá,Iquique,2024,16,Homicidios y Femicidios,29,29,0
Tarapacá,Iquique,2024,16,Robos con Violencia e Intimidación,17,22,-22.73
Tarapacá,Iquique,2024,16,Violaciones y Delitos Sexuales,47,47,0
Tarapacá,Iquique,2024,16,Ley de Control de Armas,31,23,34.78
Tarapacá,Iquique,2024,16,Delitos en Contexto de Violencia Intrafamiliar,43,34,26.47
Tarapacá,Iquique,2024,16,Consumo de Alcohol y Drogas en la Vía Pública,1,0,
Tarapacá,Iquique,2024,16,Hurtos,35,43,-18.6
Tarapacá,Iquique,2024,16,Daños,50,40,25
Tarapacá,Iquique,2024,17,Amenazas y Riñas,31,40,-22.5
Tarapacá,Iquique,2024,17,Homicidios y Femicidios,8,12,-33.33
Tarapacá,Iquique,2024,17,Robos con Violencia e Intimidación,41,32,28.12
Tarapacá,Iquique,2024,17,Violaciones y Delitos Sexuales,2,0,
Tarapacá,Iquique,2024,17,Ley de Control de Armas,1,4,-75
Tarapacá,Iquique,2024,17,Delitos en Contexto de Violencia Intrafamiliar,16,16,0
Tarapacá,Iquique,2024,17,Consumo de Alcohol y Drogas en la Vía Pública,5,1,400
Tarapacá,Iquique,2024,17,Hurtos,8,8,0
Tarapacá,Iquique,2024,17,Daños,48,55,-12.73
Tarapacá,Iquique,2024,18,Amenazas y Riñas,21,12,75
Tarapacá,Iquique,2024,18,Homicidios y Femicidios,39,34,14.71
Tarapacá,Iquique,2024,18,Robos con Violencia e Intimidación,11,2,450
Tarapacá,Iquique,2024,18,Violaciones y Delitos Sexuales,45,39,15.38
Tarapacá,Iquique,2024,18,Ley de Control de Armas,26,21,23.81
Tarapacá,Iquique,2024,18,Delitos en Contexto de Violencia Intrafamiliar,22,30,-26.67
Tarapacá,Iquique,2024,18,Consumo de Alcohol y Drogas en la Vía Pública,31,31,0
Tarapacá,Iquique,2024,18,Hurtos,45,45,0
Tarapacá,Iquique,2024,18,Daños,4,10,-60
Tarapacá,Iquique,2024,19,Amenazas y Riñas,38,47,-19.15
Tarapacá,Iquique,2024,19,Homicidios y Femicidios,35,45,-22.22
Tarapacá,Iquique,2024,19,Robos con Violencia e Intimidación,31,39,-20.51
Tarapacá,Iquique,2024,19,Violaciones y Delitos Sexuales,22,29,-24.14
Tarapacá,Iquique,2024,19,Ley de Control de Armas,21,24,-12.5
Tarapacá,Iquique,2024,19,Delitos en Contexto de Violencia Intrafamiliar,35,29,20.69
Tarapacá,Iquique,2024,19,Consumo de Alcohol y Drogas en la Vía Pública,17,22,-22.73
Tarapacá,Iquique,2024,19,Hurtos,18,26,-30.77
Tarapacá,Iquique,2024,19,Daños,9,2,350
Tarapacá,Iquique,2024,20,Amenazas y Riñas,7,16,-56.25
Tarapacá,Iquique,2024,20,Homicidios y Femicidios,24,16,50
Tarapacá,Iquique,2024,20,Robos con Violencia e Intimidación,5,0,
Tarapacá,Iquique,2024,20,Violaciones y Delitos Sexuales,37,45,-17.78
Tarapacá,Iquique,2024,20,Ley de Control de Armas,49,51,-3.92
Tarapacá,Iquique,2024,20,Delitos en Contexto de Violencia Intrafamiliar,50,42,19.05
Tarapacá,Iquique,2024,20,Consumo de Alcohol y Drogas en la Vía Pública,24,29,-17.24
Tarapacá,Iquique,2024,20,Hurtos,28,27,3.7
Tarapacá,Iquique,2024,20,Daños,6,11,-45.45
Tarapacá,Iquique,2024,21,Amenazas y Riñas,3,1,200
Tarapacá,Iquique,2024,21,Homicidios y Femicidios,25,28,-10.71
Tarapacá,Iquique,2024,21,Robos con Violencia e Intimidación,16,21,-23.81
Tarapacá,Iquique,2024,21,Violaciones y Delitos Sexuales,31,36,-13.89
Tarapacá,Iquique,2024,21,Ley de Control de Armas,0,0,
Tarapacá,Iquique,2024,21,Delitos en Contexto de Violencia Intrafamiliar,42,38,10.53
Tarapacá,Iquique,2024,21,Consumo de Alcohol y Drogas en la Vía Pública,1,7,-85.71
Tarapacá,Iquique,2024,21,Hurtos,10,11,-9.09
Tarapacá,Iquique,2024,21,Daños,45,55,-18.18
Tarapacá,Iquique,2024,22,Amenazas y Riñas,18,21,-14.29
Tarapacá,Iquique,2024,22,Homicidios y Femicidios,4,0,
Tarapacá,Iquique,2024,22,Robos con Violencia e Intimidación,50,55,-9.09
Tarapacá,Iquique,2024,22,Violaciones y Delitos Sexuales,0,10,-100
Tarapacá,Iquique,2024,22,Ley de Control de Armas,44,54,-18.52
Tarapacá,Iquique,2024,22,Delitos en Contexto de Violencia Intrafamiliar,34,33,3.03
Tarapacá,Iquique,2024,22,Consumo de Alcohol y Drogas en la Vía Pública,10,0,
Tarapacá,Iquique,2024,22,Hurtos,40,33,21.21
Tarapacá,Iquique,2024,22,Daños,41,45,-8.89
Tarapacá,Iquique,2024,23,Amenazas y Riñas,46,38,21.05
Tarapacá,Iquique,2024,23,Homicidios y Femicidios,23,20,15
Tarapacá,Iquique,2024,23,Robos con Violencia e Intimidación,18,10,80
Tarapacá,Iquique,2024,23,Violaciones y Delitos Sexuales,24,20,20
Tarapacá,Iquique,2024,23,Ley de Control de Armas,50,45,11.11
Tarapacá,Iquique,2024,23,Delitos en Contexto de Violencia Intrafamiliar,47,53,-11.32
Tarapacá,Iquique,2024,23,Consumo de Alcohol y Drogas en la Vía Pública,50,50,0
Tarapacá,Iquique,2024,23,Hurtos,27,31,-12.9
Tarapacá,Iquique,2024,23,Daños,44,50,-12
Tarapacá,Iquique,2024,24,Amenazas y Riñas,13,14,-7.14
Tarapacá,Iquique,2024,24,Homicidios y Femicidios,30,23,30.43
Tarapacá,Iquique,2024,24,Robos con Violencia e Intimidación,17,16,6.25
Tarapacá,Iquique,2024,24,Violaciones y Delitos Sexuales,35,45,-22.22
Tarapacá,Iquique,2024,24,Ley de Control de Armas,6,15,-60
Tarapacá,Iquique,2024,24,Delitos en Contexto de Violencia Intrafamiliar,34,35,-2.86
Tarapacá,Iquique,2024,24,Consumo de Alcohol y Drogas en la Vía Pública,47,44,6.82
Tarapacá,Iquique,2024,24,Hurtos,9,2,350
Tarapacá,Iquique,2024,24,Daños,19,17,11.76
Tarapacá,Iquique,2024,25,Amenazas y Riñas,36,29,24.14
Tarapacá,Iquique,2024,25,Homicidios y Femicidios,3,13,-76.92
Tarapacá,Iquique,2024,25,Robos con Violencia e Intimidación,14,14,0
Tarapacá,Iquique,2024,25,Violaciones y Delitos Sexuales,29,19,52.63
Tarapacá,Iquique,2024,25,Ley de Control de Armas,2,1,100
Tarapacá,Iquique,2024,25,Delitos en Contexto de Violencia Intrafamiliar,3,5,-40
Tarapacá,Iquique,2024,25,Consumo de Alcohol y Drogas en la Vía Pública,50,59,-15.25
Tarapacá,Iquique,2024,25,Hurtos,37,32,15.62
Tarapacá,Iquique,2024,25,Daños,11,15,-26.67
Tarapacá,Iquique,2024,26,Amenazas y Riñas,8,7,14.29
Tarapacá,Iquique,2024,26,Homicidios y Femicidios,22,32,-31.25
Tarapacá,Iquique,2024,26,Robos con Violencia e Intimidación,2,0,
Tarapacá,Iquique,2024,26,Violaciones y Delitos Sexuales,29,33,-12.12
Tarapacá,Iquique,2024,26,Ley de Control de Armas,3,4,-25
Tarapacá,Iquique,2024,26,Delitos en Contexto de Violencia Intrafamiliar,31,25,24
Tarapacá,Iquique,2024,26,Consumo de Alcohol y Drogas en la Vía Pública,48,57,-15.79
Tarapacá,Iquique,2024,26,Hurtos,19,12,58.33
Tarapacá,Iquique,2024,26,Daños,19,29,-34.48
Tarapacá,Iquique,2024,27,Amenazas y Riñas,45,52,-13.46
Tarapacá,Iquique,2024,27,Homicidios y Femicidios,23,17,35.29
Tarapacá,Iquique,2024,27,Robos con Violencia e Intimidación,46,46,0
Tarapacá,Iquique,2024,27,Violaciones y Delitos Sexuales,36,37,-2.7
Tarapacá,Iquique,2024,27,Ley de Control de Armas,21,11,90.91
Tarapacá,Iquique,2024,27,Delitos en Contexto de Violencia Intrafamiliar,49,50,-2
Tarapacá,Iquique,2024,27,Consumo de Alcohol y Drogas en la Vía Pública,41,46,-10.87
Tarapacá,Iquique,2024,27,Hurtos,43,51,-15.69
Tarapacá,Iquique,2024,27,Daños,28,29,-3.45
Tarapacá,Iquique,2024,28,Amenazas y Riñas,21,20,5
Tarapacá,Iquique,2024,28,Homicidios y Femicidios,11,14,-21.43
Tarapacá,Iquique,2024,28,Robos con Violencia e Intimidación,2,0,
Tarapacá,Iquique,2024,28,Violaciones y Delitos Sexuales,0,8,-100
Tarapacá,Iquique,2024,28,Ley de Control de Armas,42,50,-16
Tarapacá,Iquique,2024,28,Delitos en Contexto de Violencia Intrafamiliar,50,45,11.11
Tarapacá,Iquique,2024,28,Consumo de Alcohol y Drogas en la Vía Pública,22,17,29.41
Tarapacá,Iquique,2024,28,Hurtos,42,50,-16
Tarapacá,Iquique,2024,28,Daños,28,38,-26.32
Tarapacá,Iquique,2024,29,Amenazas y Riñas,0,0,
Tarapacá,Iquique,2024,29,Homicidios y Femicidios,38,40,-5
Tarapacá,Iquique,2024,29,Robos con Violencia e Intimidación,41,35,17.14
Tarapacá,Iquique,2024,29,Violaciones y Delitos Sexuales,41,37,10.81
Tarapacá,Iquique,2024,29,Ley de Control de Armas,0,0,
Tarapacá,Iquique,2024,29,Delitos en Contexto de Violencia Intrafamiliar,32,34,-5.88
Tarapacá,Iquique,2024,29,Consumo de Alcohol y Drogas en la Vía Pública,46,56,-17.86
Tarapacá,Iquique,2024,29,Hurtos,36,35,2.86
Tarapacá,Iquique,2024,29,Daños,22,30,-26.67
Tarapacá,Iquique,2024,30,Amenazas y Riñas,23,31,-25.81
Tarapacá,Iquique,2024,30,Homicidios y Femicidios,6,10,-40
Tarapacá,Iquique,2024,30,Robos con Violencia e Intimidación,23,25,-8
Tarapacá,Iquique,2024,30,Violaciones y Delitos Sexuales,46,39,17.95
Tarapacá,Iquique,2024,30,Ley de Control de Armas,39,33,18.18
Tarapacá,Iquique,2024,30,Delitos en Contexto de Violencia Intrafamiliar,8,12,-33.33
Tarapacá,Iquique,2024,30,Consumo de Alcohol y Drogas en la Vía Pública,12,8,50
Tarapacá,Iquique,2024,30,Hurtos,46,46,0
Tarapacá,Iquique,2024,30,Daños,31,31,0
Tarapacá,Iquique,2024,31,Amenazas y Riñas,36,36,0
Tarapacá,Iquique,2024,31,Homicidios y Femicidios,5,4,25
Tarapacá,Iquique,2024,31,Robos con Violencia e Intimidación,18,18,0
Tarapacá,Iquique,2024,31,Violaciones y Delitos Sexuales,16,10,60
Tarapacá,Iquique,2024,31,Ley de Control de Armas,31,37,-16.22
Tarapacá,Iquique,2024,31,Delitos en Contexto de Violencia Intrafamiliar,7,0,
Tarapacá,Iquique,2024,31,Consumo de Alcohol y Drogas en la Vía Pública,5,0,
Tarapacá,Iquique,2024,31,Hurtos,23,31,-25.81
Tarapacá,Iquique,2024,31,Daños,24,22,9.09
Tarapacá,Iquique,2024,32,Amenazas y Riñas,0,9,-100
Tarapacá,Iquique,2024,32,Homicidios y Femicidios,44,48,-8.33
Tarapacá,Iquique,2024,32,Robos con Violencia e Intimidación,3,5,-40
Tarapacá,Iquique,2024,32,Violaciones y Delitos Sexuales,18,12,50
Tarapacá,Iquique,2024,32,Ley de Control de Armas,36,26,38.46
Tarapacá,Iquique,2024,32,Delitos en Contexto de Violencia Intrafamiliar,0,0,
Tarapacá,Iquique,2024,32,Consumo de Alcohol y Drogas en la Vía Pública,30,37,-18.92
Tarapacá,Iquique,2024,32,Hurtos,7,12,-41.67
Tarapacá,Iquique,2024,32,Daños,50,60,-16.67
Tarapacá,Iquique,2024,33,Amenazas y Riñas,18,9,100
Tarapacá,Iquique,2024,33,Homicidios y Femicidios,42,38,10.53
Tarapacá,Iquique,2024,33,Robos con Violencia e Intimidación,7,0,
Tarapacá,Iquique,2024,33,Violaciones y Delitos Sexuales,19,27,-29.63
Tarapacá,Iquique,2024,33,Ley de Control de Armas,32,42,-23.81
Tarapacá,Iquique,2024,33,Delitos en Contexto de Violencia Intrafamiliar,9,3,200
Tarapacá,Iquique,2024,33,Consumo de Alcohol y Drogas en la Vía Pública,30,22,36.36
Tarapacá,Iquique,2024,33,Hurtos,6,1,500
Tarapacá,Iquique,2024,33,Daños,35,42,-16.67
Tarapacá,Iquique,2024,34,Amenazas y Riñas,13,22,-40.91
Tarapacá,Iquique,2024,34,Homicidios y Femicidios,46,51,-9.8
Tarapacá,Iquique,2024,34,Robos con Violencia e Intimidación,26,33,-21.21
Tarapacá,Iquique,2024,34,Violaciones y Delitos Sexuales,20,25,-20
Tarapacá,Iquique,2024,34,Ley de Control de Armas,31,37,-16.22
Tarapacá,Iquique,2024,34,Delitos en Contexto de Violencia Intrafamiliar,30,29,3.45
Tarapacá,Iquique,2024,34,Consumo de Alcohol y Drogas en la Vía Pública,32,39,-17.95
Tarapacá,Iquique,2024,34,Hurtos,35,27,29.63
Tarapacá,Iquique,2024,34,Daños,31,34,-8.82
Tarapacá,Iquique,2024,35,Amenazas y Riñas,11,2,450
Tarapacá,Iquique,2024,35,Homicidios y Femicidios,24,28,-14.29
Tarapacá,Iquique,2024,35,Robos con Violencia e Intimidación,10,8,25
Tarapacá,Iquique,2024,35,Violaciones y Delitos Sexuales,21,18,16.67
Tarapacá,Iquique,2024,35,Ley de Control de Armas,24,25,-4
Tarapacá,Iquique,2024,35,Delitos en Contexto de Violencia Intrafamiliar,45,41,9.76
Tarapacá,Iquique,2024,35,Consumo de Alcohol y Drogas en la Vía Pública,34,25,36
Tarapacá,Iquique,2024,35,Hurtos,16,16,0
Tarapacá,Iquique,2024,35,Daños,32,30,6.67
Tarapacá,Iquique,2024,36,Amenazas y Riñas,36,38,-5.26
Tarapacá,Iquique,2024,36,Homicidios y Femicidios,16,20,-20
Tarapacá,Iquique,2024,36,Robos con Violencia e Intimidación,5,2,150
Tarapacá,Iquique,2024,36,Violaciones y Delitos Sexuales,38,40,-5
Tarapacá,Iquique,2024,36,Ley de Control de Armas,23,14,64.29
Tarapacá,Iquique,2024,36,Delitos en Contexto de Violencia Intrafamiliar,20,19,5.26
Tarapacá,Iquique,2024,36,Consumo de Alcohol y Drogas en la Vía Pública,46,47,-2.13
Tarapacá,Iquique,2024,36,Hurtos,44,53,-16.98
Tarapacá,Iquique,2024,36,Daños,23,15,53.33
Tarapacá,Iquique,2024,37,Amenazas y Riñas,38,45,-15.56
Tarapacá,Iquique,2024,37,Homicidios y Femicidios,0,0,
Tarapacá,Iquique,2024,37,Robos con Violencia e Intimidación,40,37,8.11
Tarapacá,Iquique,2024,37,Violaciones y Delitos Sexuales,43,33,30.3
Tarapacá,Iquique,2024,37,Ley de Control de Armas,3,13,-76.92
Tarapacá,Iquique,2024,37,Delitos en Contexto de Violencia Intrafamiliar,43,39,10.26
Tarapacá,Iquique,2024,37,Consumo de Alcohol y Drogas en la Vía Pública,26,16,62.5
Tarapacá,Iquique,2024,37,Hurtos,1,11,-90.91
Tarapacá,Iquique,2024,37,Daños,44,49,-10.2
Tarapacá,Iquique,2024,38,Amenazas y Riñas,29,27,7.41
Tarapacá,Iquique,2024,38,Homicidios y Femicidios,27,25,8
Tarapacá,Iquique,2024,38,Robos con Violencia e Intimidación,21,27,-22.22
Tarapacá,Iquique,2024,38,Violaciones y Delitos Sexuales,41,51,-19.61
Tarapacá,Iquique,2024,38,Ley de Control de Armas,37,39,-5.13
Tarapacá,Iquique,2024,38,Delitos en Contexto de Violencia Intrafamiliar,42,32,31.25
Tarapacá,Iquique,2024,38,Consumo de Alcohol y Drogas en la Vía Pública,29,36,-19.44
Tarapacá,Iquique,2024,38,Hurtos,8,0,
Tarapacá,Iquique,2024,38,Daños,10,19,-47.37
Tarapacá,Iquique,2024,39,Amenazas y Riñas,48,38,26.32
Tarapacá,Iquique,2024,39,Homicidios y Femicidios,50,40,25
Tarapacá,Iquique,2024,39,Robos con Violencia e Intimidación,30,30,0
Tarapacá,Iquique,2024,39,Violaciones y Delitos Sexuales,4,8,-50
Tarapacá,Iquique,2024,39,Ley de Control de Armas,19,25,-24
Tarapacá,Iquique,2024,39,Delitos en Contexto de Violencia Intrafamiliar,49,40,22.5
Tarapacá,Iquique,2024,39,Consumo de Alcohol y Drogas en la Vía Pública,4,10,-60
Tarapacá,Iquique,2024,39,Hurtos,27,29,-6.9
Tarapacá,Iquique,2024,39,Daños,37,38,-2.63
Tarapacá,Iquique,2024,40,Amenazas y Riñas,35,38,-7.89
Tarapacá,Iquique,2024,40,Homicidios y Femicidios,1,2,-50
Tarapacá,Iquique,2024,40,Robos con Violencia e Intimidación,36,27,33.33
Tarapacá,Iquique,2024,40,Violaciones y Delitos Sexuales,47,53,-11.32
Tarapacá,Iquique,2024,40,Ley de Control de Armas,7,0,
Tarapacá,Iquique,2024,40,Delitos en Contexto de Violencia Intrafamiliar,45,36,25
Tarapacá,Iquique,2024,40,Consumo de Alcohol y Drogas en la Vía Pública,18,14,28.57
Tarapacá,Iquique,2024,40,Hurtos,47,55,-14.55
Tarapacá,Iquique,2024,40,Daños,45,50,-10
Tarapacá,Iquique,2024,41,Amenazas y Riñas,27,26,3.85
Tarapacá,Iquique,2024,41,Homicidios y Femicidios,11,8,37.5
Tarapacá,Iquique,2024,41,Robos con Violencia e Intimidación,14,19,-26.32
Tarapacá,Iquique,2024,41,Violaciones y Delitos Sexuales,25,31,-19.35
Tarapacá,Iquique,2024,41,Ley de Control de Armas,33,31,6.45
Tarapacá,Iquique,2024,41,Delitos en Contexto de Violencia Intrafamiliar,4,11,-63.64
Tarapacá,Iquique,2024,41,Consumo de Alcohol y Drogas en la Vía Pública,30,20,50
Tarapacá,Iquique,2024,41,Hurtos,7,2,250
Tarapacá,Iquique,2024,41,Daños,37,27,37.04
Tarapacá,Iquique,2024,42,Amenazas y Riñas,4,5,-20
Tarapacá,Iquique,2024,42,Homicidios y Femicidios,14,11,27.27
