Region,Comuna,Anio,Mes,Categoria,Frecuencia,Tasa_por_100k,IDI
Tarapacá,Iquique,2024,7,Violaciones y Delitos Sexuales,152,208.23,144.7
Tarapacá,Iquique,2024,7,Ley de Control de Armas,358,571.63,181.6
Tarapacá,Iquique,2024,7,Delitos en Contexto de Violencia Intrafamiliar,245,226.93,85.9
Tarapacá,Iquique,2024,7,Consumo de Alcohol y Drogas en la Vía Pública,341,270.17,190.3
Tarapacá,Iquique,2024,7,Hurtos,10,5.43,61.1
Tarapacá,Iquique,2024,7,Daños,169,92.8,152.3
Tarapacá,Iquique,2024,8,Amenazas y Riñas,261,200.68,51.6
Tarapacá,Iquique,2024,8,Homicidios y Femicidios,135,78.33,61.2
Tarapacá,Iquique,2024,8,Robos con Violencia e Intimidación,97,111.55,152.8
Tarapacá,Iquique,2024,8,Violaciones y Delitos Sexuales,111,77.47,119.6
Tarapacá,Iquique,2024,8,Ley de Control de Armas,310,363.31,144.6
Tarapacá,Iquique,2024,8,Delitos en Contexto de Violencia Intrafamiliar,448,415.97,99.1
Tarapacá,Iquique,2024,8,Consumo de Alcohol y Drogas en la Vía Pública,293,384.93,176.1
Tarapacá,Iquique,2024,8,Hurtos,219,203.01,107.4
Tarapacá,Iquique,2024,8,Daños,52,26.4,81.9
Tarapacá,Iquique,2024,9,Amenazas y Riñas,21,16.63,81.7
Tarapacá,Iquique,2024,9,Homicidios y Femicidios,310,190.46,191.7
Tarapacá,Iquique,2024,9,Robos con Violencia e Intimidación,303,279.5,92.8
Tarapacá,Iquique,2024,9,Violaciones y Delitos Sexuales,411,777.61,97.2
Tarapacá,Iquique,2024,9,Ley de Control de Armas,391,211.44,82.4
Tarapacá,Iquique,2024,9,Delitos en Contexto de Violencia Intrafamiliar,126,97.99,189.8
Tarapacá,Iquique,2024,9,Consumo de Alcohol y Drogas en la Vía Pública,213,161.35,106.9
Tarapacá,Iquique,2024,9,Hurtos,379,313.45,80.4
Tarapacá,Iquique,2024,9,Daños,429,271.01,147.4
Tarapacá,Iquique,2024,10,Amenazas y Riñas,440,660.64,65.4
Tarapacá,Iquique,2024,10,Homicidios y Femicidios,266,448.07,136.2
Tarapacá,Iquique,2024,10,Robos con Violencia e Intimidación,482,448.91,182.3
Tarapacá,Iquique,2024,10,Violaciones y Delitos Sexuales,269,232.68,182.2
Tarapacá,Iquique,2024,10,Ley de Control de Armas,113,151.8,78.2
Tarapacá,Iquique,2024,10,Delitos en Contexto de Violencia Intrafamiliar,75,62.25,173.9
Tarapacá,Iquique,2024,10,Consumo de Alcohol y Drogas en la Vía Pública,461,612.27,107.8
Tarapacá,Iquique,2024,10,Hurtos,311,231.03,139.3
Tarapacá,Iquique,2024,10,Daños,396,205.24,188.9
Tarapacá,Iquique,2024,11,Amenazas y Riñas,51,33.6,198.7
Tarapacá,Iquique,2024,11,Homicidios y Femicidios,121,179.53,77.5
Tarapacá,Iquique,2024,11,Robos con Violencia e Intimidación,343,643.64,150.1
Tarapacá,Iquique,2024,11,Violaciones y Delitos Sexuales,55,35.81,119.7
Tarapacá,Iquique,2024,11,Ley de Control de Armas,389,481.47,132.8
Tarapacá,Iquique,2024,11,Delitos en Contexto de Violencia Intrafamiliar,65,116.63,168.9
Tarapacá,Iquique,2024,11,Consumo de Alcohol y Drogas en la Vía Pública,381,462.66,139.7
Tarapacá,Iquique,2024,11,Hurtos,47,32.03,77.6
Tarapacá,Iquique,2024,11,Daños,449,238.22,119.9
Tarapacá,Iquique,2024,12,Amenazas y Riñas,202,123.88,85.3
Tarapacá,Iquique,2024,12,Homicidios y Femicidios,149,204.03,140.2
Tarapacá,Iquique,2024,12,Robos con Violencia e Intimidación,136,197.69,131.8
Tarapacá,Iquique,2024,12,Violaciones y Delitos Sexuales,429,482.85,73.8
Tarapacá,Iquique,2024,12,Ley de Control de Armas,43,34.83,184
Tarapacá,Iquique,2024,12,Delitos en Contexto de Violencia Intrafamiliar,126,67.5,128.3
Tarapacá,Iquique,2024,12,Consumo de Alcohol y Drogas en la Vía Pública,29,25.58,165.8
Tarapacá,Iquique,2024,12,Hurtos,498,323.55,101.6
Tarapacá,Iquique,2024,12,Daños,463,467.06,130.5
Tarapacá,Iquique,2025,1,Amenazas y Riñas,286,398.95,59.2
Tarapacá,Iquique,2025,1,Homicidios y Femicidios,295,184.1,164.7
Tarapacá,Iquique,2025,1,Robos con Violencia e Intimidación,147,87.02,51.1
Tarapacá,Iquique,2025,1,Violaciones y Delitos Sexuales,478,613.41,57.4
Tarapacá,Iquique,2025,1,Ley de Control de Armas,333,264.38,172.7
Tarapacá,Iquique,2025,1,Delitos en Contexto de Violencia Intrafamiliar,317,350.83,165.6
Tarapacá,Iquique,2025,1,Consumo de Alcohol y Drogas en la Vía Pública,444,517.33,193.8
Tarapacá,Iquique,2025,1,Hurtos,475,504.21,141
Tarapacá,Iquique,2025,1,Daños,144,75.94,170.9
Tarapacá,Iquique,2025,2,Amenazas y Riñas,314,198.47,132.7
Tarapacá,Iquique,2025,2,Homicidios y Femicidios,493,415.57,98.1
Tarapacá,Iquique,2025,2,Robos con Violencia e Intimidación,179,100.5,191
Tarapacá,Iquique,2025,2,Violaciones y Delitos Sexuales,287,238.92,147.6
Tarapacá,Iquique,2025,2,Ley de Control de Armas,180,100.12,64.7
Tarapacá,Iquique,2025,2,Delitos en Contexto de Violencia Intrafamiliar,72,58.05,181
Tarapacá,Iquique,2025,2,Consumo de Alcohol y Drogas en la Vía Pública,393,306.3,63.6
Tarapacá,Iquique,2025,2,Hurtos,285,262.54,135.9
Tarapacá,Iquique,2025,2,Daños,488,333.8,87.4
Tarapacá,Iquique,2025,3,Amenazas y Riñas,280,252.94,69.5
Tarapacá,Iquique,2025,3,Homicidios y Femicidios,477,453.53,83.7
Tarapacá,Iquique,2025,3,Robos con Violencia e Intimidación,161,83.21,67.6
Tarapacá,Iquique,2025,3,Violaciones y Delitos Sexuales,456,689.36,122.3
Tarapacá,Iquique,2025,3,Ley de Control de Armas,210,258.54,131.6
Tarapacá,Iquique,2025,3,Delitos en Contexto de Violencia Intrafamiliar,86,60.33,182.7
Tarapacá,Iquique,2025,3,Consumo de Alcohol y Drogas en la Vía Pública,168,119.69,58.6
Tarapacá,Iquique,2025,3,Hurtos,299,268.37,140.2
Tarapacá,Iquique,2025,3,Daños,44,52.78,103.2
Tarapacá,Iquique,2025,4,Amenazas y Riñas,406,378.93,157.4
Tarapacá,Iquique,2025,4,Homicidios y Femicidios,437,220.74,158.6
Tarapacá,Iquique,2025,4,Robos con Violencia e Intimidación,180,305.44,169.7
Tarapacá,Iquique,2025,4,Violaciones y Delitos Sexuales,492,495.12,162.9
Tarapacá,Iquique,2025,4,Ley de Control de Armas,169,93.07,99.6
Tarapacá,Iquique,2025,4,Delitos en Contexto de Violencia Intrafamiliar,400,332.85,190.2
Tarapacá,Iquique,2025,4,Consumo de Alcohol y Drogas en la Vía Pública,74,99.77,70.7
Tarapacá,Iquique,2025,4,Hurtos,295,229.66,86.9
Tarapacá,Iquique,2025,4,Daños,94,86.68,187.7
Tarapacá,Iquique,2025,5,Amenazas y Riñas,346,276.1,151.8
Tarapacá,Iquique,2025,5,Homicidios y Femicidios,44,39.88,190
Tarapacá,Iquique,2025,5,Robos con Violencia e Intimidación,70,36.33,94.3
Tarapacá,Iquique,2025,5,Violaciones y Delitos Sexuales,311,217.61,199
Tarapacá,Iquique,2025,5,Ley de Control de Armas,427,569.64,108.9
Tarapacá,Iquique,2025,5,Delitos en Contexto de Violencia Intrafamiliar,294,190.54,57
Tarapacá,Iquique,2025,5,Consumo de Alcohol y Drogas en la Vía Pública,95,56.7,64.2
Tarapacá,Iquique,2025,5,Hurtos,384,265.05,154.7
Tarapacá,Iquique,2025,5,Daños,271,257.97,66
Tarapacá,Iquique,2025,6,Amenazas y Riñas,341,288.43,171.1
Tarapacá,Iquique,2025,6,Homicidios y Femicidios,35,17.53,146.8
Tarapacá,Iquique,2025,6,Robos con Violencia e Intimidación,149,166.49,86.2
Tarapacá,Iquique,2025,6,Violaciones y Delitos Sexuales,299,289.29,57.4
Tarapacá,Iquique,2025,6,Ley de Control de Armas,188,333.66,59.2
Tarapacá,Iquique,2025,6,Delitos en Contexto de Violencia Intrafamiliar,182,320.39,174.9
Tarapacá,Iquique,2025,6,Consumo de Alcohol y Drogas en la Vía Pública,442,815.08,162
Tarapacá,Iquique,2025,6,Hurtos,329,255.79,168.9
Tarapacá,Iquique,2025,6,Daños,179,161.41,156.3
Tarapacá,Iquique,2025,7,Amenazas y Riñas,160,100.46,170.5
Tarapacá,Iquique,2025,7,Homicidios y Femicidios,104,174.07,98.4
Tarapacá,Iquique,2025,7,Robos con Violencia e Intimidación,214,118.93,59.6
Tarapacá,Iquique,2025,7,Violaciones y Delitos Sexuales,397,282.48,158.5
Tarapacá,Iquique,2025,7,Ley de Control de Armas,289,457.37,106
Tarapacá,Iquique,2025,7,Delitos en Contexto de Violencia Intrafamiliar,317,194.29,173.7
Tarapacá,Iquique,2025,7,Consumo de Alcohol y Drogas en la Vía Pública,257,285.49,180.1
Tarapacá,Iquique,2025,7,Hurtos,453,244.57,95.3
Tarapacá,Iquique,2025,7,Daños,330,607.4,85.4
Tarapacá,Iquique,2025,8,Amenazas y Riñas,493,597.26,137
Tarapacá,Iquique,2025,8,Homicidios y Femicidios,199,231.58,51.1
Tarapacá,Iquique,2025,8,Robos con Violencia e Intimidación,248,285.58,50.6
Tarapacá,Iquique,2025,8,Violaciones y Delitos Sexuales,495,558.05,86.8
Tarapacá,Iquique,2025,8,Ley de Control de Armas,73,114.47,54.8
Tarapacá,Iquique,2025,8,Delitos en Contexto de Violencia Intrafamiliar,254,166.31,140.8
Tarapacá,Iquique,2025,8,Consumo de Alcohol y Drogas en la Vía Pública,114,90.08,194.7
Tarapacá,Iquique,2025,8,Hurtos,330,390.47,185.5
Tarapacá,Iquique,2025,8,Daños,184,167.48,66.8
Tarapacá,Iquique,2025,9,Amenazas y Riñas,281,250.4,102.1
Tarapacá,Iquique,2025,9,Homicidios y Femicidios,218,395.06,172.9
Tarapacá,Iquique,2025,9,Robos con Violencia e Intimidación,125,66.93,183.2
Tarapacá,Iquique,2025,9,Violaciones y Delitos Sexuales,180,219.74,151.8
Tarapacá,Iquique,2025,9,Ley de Control de Armas,391,519.42,55.9
Tarapacá,Iquique,2025,9,Delitos en Contexto de Violencia Intrafamiliar,44,55.81,88.6
Tarapacá,Iquique,2025,9,Consumo de Alcohol y Drogas en la Vía Pública,228,241.34,69.6
Tarapacá,Iquique,2025,9,Hurtos,276,161.76,179.4
Tarapacá,Iquique,2025,9,Daños,483,359.58,64.5
Tarapacá,Iquique,2025,10,Amenazas y Riñas,150,75.1,92.8
Tarapacá,Iquique,2025,10,Homicidios y Femicidios,91,60.01,169.2
Tarapacá,Iquique,2025,10,Robos con Violencia e Intimidación,327,458.77,91.1
Tarapacá,Iquique,2025,10,Violaciones y Delitos Sexuales,188,131.2,192.4
Tarapacá,Iquique,2025,10,Ley de Control de Armas,340,193.11,109.9
Tarapacá,Iquique,2025,10,Delitos en Contexto de Violencia Intrafamiliar,289,297.43,81.5
Tarapacá,Iquique,2025,10,Consumo de Alcohol y Drogas en la Vía Pública,305,169.17,154.3
Tarapacá,Iquique,2025,10,Hurtos,89,51.15,139
Tarapacá,Iquique,2025,10,Daños,16,10.66,148.9
Tarapacá,Iquique,2025,11,Amenazas y Riñas,47,25.93,67.7
Tarapacá,Iquique,2025,11,Homicidios y Femicidios,136,212.9,78.5
Tarapacá,Iquique,2025,11,Robos con Violencia e Intimidación,188,108.91,75
Tarapacá,Iquique,2025,11,Violaciones y Delitos Sexuales,277,367.06,69.4
Tarapacá,Iquique,2025,11,Ley de Control de Armas,376,335.19,59.7
Tarapacá,Iquique,2025,11,Delitos en Contexto de Violencia Intrafamiliar,405,213.74,185.7
Tarapacá,Iquique,2025,11,Consumo de Alcohol y Drogas en la Vía Pública,333,203.44,158.3
Tarapacá,Iquique,2025,11,Hurtos,500,408.97,112.7
Tarapacá,Iquique,2025,11,Daños,307,386.44,179.7
Tarapacá,Iquique,2025,12,Amenazas y Riñas,290,190.19,80.7
Tarapacá,Iquique,2025,12,Homicidios y Femicidios,163,105.27,97.4
Tarapacá,Iquique,2025,12,Robos con Violencia e Intimidación,97,59.92,97.3
Tarapacá,Iquique,2025,12,Violaciones y Delitos Sexuales,390,305.58,115.9
Tarapacá,Iquique,2025,12,Ley de Control de Armas,142,157.77,73.5
Tarapacá,Iquique,2025,12,Delitos en Contexto de Violencia Intrafamiliar,188,129.64,177.1
Tarapacá,Iquique,2025,12,Consumo de Alcohol y Drogas en la Vía Pública,285,180.21,102
Tarapacá,Iquique,2025,12,Hurtos,484,535.87,142.8
Tarapacá,Iquique,2025,12,Daños,338,338.58,138.2
Tarapacá,Alto Hospicio,2021,1,Amenazas y Riñas,497,407.68,50.1
Tarapacá,Alto Hospicio,2021,1,Homicidios y Femicidios,317,295.06,92
Tarapacá,Alto Hospicio,2021,1,Robos con Violencia e Intimidación,478,352.74,184
Tarapacá,Alto Hospicio,2021,1,Violaciones y Delitos Sexuales,463,352.96,115
Tarapacá,Alto Hospicio,2021,1,Ley de Control de Armas,395,412.42,128.6
Tarapacá,Alto Hospicio,2021,1,Delitos en Contexto de Violencia Intrafamiliar,483,817.63,115.7
Tarapacá,Alto Hospicio,2021,1,Consumo de Alcohol y Drogas en la Vía Pública,139,80.42,114.9
Tarapacá,Alto Hospicio,2021,1,Hurtos,16,16.15,178.7
Tarapacá,Alto Hospicio,2021,1,Daños,208,235.5,154.4
Tarapacá,Alto Hospicio,2021,2,Amenazas y Riñas,458,234.03,132.2
Tarapacá,Alto Hospicio,2021,2,Homicidios y Femicidios,29,19.92,166
Tarapacá,Alto Hospicio,2021,2,Robos con Violencia e Intimidación,5,2.52,117.3
Tarapacá,Alto Hospicio,2021,2,Violaciones y Delitos Sexuales,432,838.69,144.6
Tarapacá,Alto Hospicio,2021,2,Ley de Control de Armas,295,253.87,61.5
Tarapacá,Alto Hospicio,2021,2,Delitos en Contexto de Violencia Intrafamiliar,37,68.71,181.1
Tarapacá,Alto Hospicio,2021,2,Consumo de Alcohol y Drogas en la Vía Pública,10,15.51,86.5
Tarapacá,Alto Hospicio,2021,2,Hurtos,374,261.23,158.7
Tarapacá,Alto Hospicio,2021,2,Daños,35,17.76,173
Tarapacá,Alto Hospicio,2021,3,Amenazas y Riñas,344,291.32,76
Tarapacá,Alto Hospicio,2021,3,Homicidios y Femicidios,162,113.43,122.7
Tarapacá,Alto Hospicio,2021,3,Robos con Violencia e Intimidación,328,446.96,184.5
Tarapacá,Alto Hospicio,2021,3,Violaciones y Delitos Sexuales,301,263,140
Tarapacá,Alto Hospicio,2021,3,Ley de Control de Armas,26,20.84,174.1
Tarapacá,Alto Hospicio,2021,3,Delitos en Contexto de Violencia Intrafamiliar,226,216.25,58.1
Tarapacá,Alto Hospicio,2021,3,Consumo de Alcohol y Drogas en la Vía Pública,142,178.68,57.3
Tarapacá,Alto Hospicio,2021,3,Hurtos,169,89.76,191.7
Tarapacá,Alto Hospicio,2021,3,Daños,8,5.53,192.3
Tarapacá,Alto Hospicio,2021,4,Amenazas y Riñas,229,205.97,164.6
Tarapacá,Alto Hospicio,2021,4,Homicidios y Femicidios,6,3.28,194.7
Tarapacá,Alto Hospicio,2021,4,Robos con Violencia e Intimidación,203,120.49,69.2
Tarapacá,Alto Hospicio,2021,4,Violaciones y Delitos Sexuales,265,195.57,157.9
Tarapacá,Alto Hospicio,2021,4,Ley de Control de Armas,340,330.45,175.2
Tarapacá,Alto Hospicio,2021,4,Delitos en Contexto de Violencia Intrafamiliar,421,535.41,57.3
Tarapacá,Alto Hospicio,2021,4,Consumo de Alcohol y Drogas en la Vía Pública,251,149.23,127.1
Tarapacá,Alto Hospicio,2021,4,Hurtos,120,100.56,86.8
Tarapacá,Alto Hospicio,2021,4,Daños,223,174.01,89
Tarapacá,Alto Hospicio,2021,5,Amenazas y Riñas,94,179.96,88.9
Tarapacá,Alto Hospicio,2021,5,Homicidios y Femicidios,442,646.3,180.2
Tarapacá,Alto Hospicio,2021,5,Robos con Violencia e Intimidación,265,189.12,82.2
Tarapacá,Alto Hospicio,2021,5,Violaciones y Delitos Sexuales,357,232.5,113.2
Tarapacá,Alto Hospicio,2021,5,Ley de Control de Armas,407,334.16,182
Tarapacá,Alto Hospicio,2021,5,Delitos en Contexto de Violencia Intrafamiliar,221,156.16,181.2
Tarapacá,Alto Hospicio,2021,5,Consumo de Alcohol y Drogas en la Vía Pública,104,164.32,176.8
Tarapacá,Alto Hospicio,2021,5,Hurtos,461,359.2,142.9
Tarapacá,Alto Hospicio,2021,5,Daños,110,122.02,54.5
Tarapacá,Alto Hospicio,2021,6,Amenazas y Riñas,258,297.42,183.7
Tarapacá,Alto Hospicio,2021,6,Homicidios y Femicidios,316,167.52,53
Tarapacá,Alto Hospicio,2021,6,Robos con Violencia e Intimidación,232,118.45,184.7
Tarapacá,Alto Hospicio,2021,6,Violaciones y Delitos Sexuales,285,350.34,66.9
Tarapacá,Alto Hospicio,2021,6,Ley de Control de Armas,377,225.2,93.2
Tarapacá,Alto Hospicio,2021,6,Delitos en Contexto de Violencia Intrafamiliar,75,71.45,110.8
Tarapacá,Alto Hospicio,2021,6,Consumo de Alcohol y Drogas en la Vía Pública,41,23.72,158.8
Tarapacá,Alto Hospicio,2021,6,Hurtos,293,173.62,169.1
Tarapacá,Alto Hospicio,2021,6,Daños,5,7.09,183.8
Tarapacá,Alto Hospicio,2021,7,Amenazas y Riñas,316,168.09,57.1
Tarapacá,Alto Hospicio,2021,7,Homicidios y Femicidios,400,279.97,79.8
Tarapacá,Alto Hospicio,2021,7,Robos con Violencia e Intimidación,73,49.75,156
Tarapacá,Alto Hospicio,2021,7,Violaciones y Delitos Sexuales,121,111.36,55.6
Tarapacá,Alto Hospicio,2021,7,Ley de Control de Armas,40,52.05,85.7
Tarapacá,Alto Hospicio,2021,7,Delitos en Contexto de Violencia Intrafamiliar,276,279.53,152.2
Tarapacá,Alto Hospicio,2021,7,Consumo de Alcohol y Drogas en la Vía Pública,165,125.63,58.8
Tarapacá,Alto Hospicio,2021,7,Hurtos,340,258.09,96
Tarapacá,Alto Hospicio,2021,7,Daños,447,349.24,71.5
Tarapacá,Alto Hospicio,2021,8,Amenazas y Riñas,41,21.97,72.6
Tarapacá,Alto Hospicio,2021,8,Homicidios y Femicidios,467,246.31,125.4
Tarapacá,Alto Hospicio,2021,8,Robos con Violencia e Intimidación,500,253.95,168.8
Tarapacá,Alto Hospicio,2021,8,Violaciones y Delitos Sexuales,367,375.29,93.1
Tarapacá,Alto Hospicio,2021,8,Ley de Control de Armas,61,72.39,89.2
Tarapacá,Alto Hospicio,2021,8,Delitos en Contexto de Violencia Intrafamiliar,264,170.3,114.4
Tarapacá,Alto Hospicio,2021,8,Consumo de Alcohol y Drogas en la Vía Pública,172,229.92,189.6
Tarapacá,Alto Hospicio,2021,8,Hurtos,222,223.24,154.9
Tarapacá,Alto Hospicio,2021,8,Daños,49,25.16,155.2
Tarapacá,Alto Hospicio,2021,9,Amenazas y Riñas,419,339.68,100.8
Tarapacá,Alto Hospicio,2021,9,Homicidios y Femicidios,166,83.93,133.2
Tarapacá,Alto Hospicio,2021,9,Robos con Violencia e Intimidación,6,3.04,74.7
Tarapacá,Alto Hospicio,2021,9,Violaciones y Delitos Sexuales,260,196.03,152.7
Tarapacá,Alto Hospicio,2021,9,Ley de Control de Armas,303,323.25,132
Tarapacá,Alto Hospicio,2021,9,Delitos en Contexto de Violencia Intrafamiliar,16,15.35,82.4
Tarapacá,Alto Hospicio,2021,9,Consumo de Alcohol y Drogas en la Vía Pública,487,347.76,190.5
Tarapacá,Alto Hospicio,2021,9,Hurtos,58,30.38,120
Tarapacá,Alto Hospicio,2021,9,Daños,439,683.59,166.7
Tarapacá,Alto Hospicio,2021,10,Amenazas y Riñas,154,80.02,154.3
Tarapacá,Alto Hospicio,2021,10,Homicidios y Femicidios,246,204.61,80.1
Tarapacá,Alto Hospicio,2021,10,Robos con Violencia e Intimidación,458,238.66,185.1
Tarapacá,Alto Hospicio,2021,10,Violaciones y Delitos Sexuales,32,18.96,108
Tarapacá,Alto Hospicio,2021,10,Ley de Control de Armas,385,227.68,174.9
Tarapacá,Alto Hospicio,2021,10,Delitos en Contexto de Violencia Intrafamiliar,334,532.08,130.1
Tarapacá,Alto Hospicio,2021,10,Consumo de Alcohol y Drogas en la Vía Pública,225,115.28,184.8
Tarapacá,Alto Hospicio,2021,10,Hurtos,300,273.54,199.8
Tarapacá,Alto Hospicio,2021,10,Daños,190,214.51,161.4
Tarapacá,Alto Hospicio,2021,11,Amenazas y Riñas,167,127.59,133.1
Tarapacá,Alto Hospicio,2021,11,Homicidios y Femicidios,360,274.87,137.6
Tarapacá,Alto Hospicio,2021,11,Robos con Violencia e Intimidación,67,58.94,146.9
Tarapacá,Alto Hospicio,2021,11,Violaciones y Delitos Sexuales,185,170.66,162.5
Tarapacá,Alto Hospicio,2021,11,Ley de Control de Armas,13,14.51,109
Tarapacá,Alto Hospicio,2021,11,Delitos en Contexto de Violencia Intrafamiliar,158,199.86,119.8
Tarapacá,Alto Hospicio,2021,11,Consumo de Alcohol y Drogas en la Vía Pública,406,407.86,104.3
Tarapacá,Alto Hospicio,2021,11,Hurtos,420,211.83,194
Tarapacá,Alto Hospicio,2021,11,Daños,292,291.57,191.2
Tarapacá,Alto Hospicio,2021,12,Amenazas y Riñas,360,331.07,114.8
Tarapacá,Alto Hospicio,2021,12,Homicidios y Femicidios,66,39.26,78.7
Tarapacá,Alto Hospicio,2021,12,Robos con Violencia e Intimidación,224,288.59,130.4
Tarapacá,Alto Hospicio,2021,12,Violaciones y Delitos Sexuales,42,26.45,83
Tarapacá,Alto Hospicio,2021,12,Ley de Control de Armas,139,78.68,150.3
Tarapacá,Alto Hospicio,2021,12,Delitos en Contexto de Violencia Intrafamiliar,398,514.13,190.9
Tarapacá,Alto Hospicio,2021,12,Consumo de Alcohol y Drogas en la Vía Pública,89,55.88,91.5
Tarapacá,Alto Hospicio,2021,12,Hurtos,384,219.53,74.9
Tarapacá,Alto Hospicio,2021,12,Daños,334,232.38,56
Tarapacá,Alto Hospicio,2022,1,Amenazas y Riñas,450,774.87,89.1
Tarapacá,Alto Hospicio,2022,1,Homicidios y Femicidios,135,124.19,102.8
Tarapacá,Alto Hospicio,2022,1,Robos con Violencia e Intimidación,268,160.34,181.2
Tarapacá,Alto Hospicio,2022,1,Violaciones y Delitos Sexuales,493,342.39,117.2
Tarapacá,Alto Hospicio,2022,1,Ley de Control de Armas,88,54.87,103.8
Tarapacá,Alto Hospicio,2022,1,Delitos en Contexto de Violencia Intrafamiliar,176,184.29,188.4
Tarapacá,Alto Hospicio,2022,1,Consumo de Alcohol y Drogas en la Vía Pública,442,538.05,163.8
Tarapacá,Alto Hospicio,2022,1,Hurtos,192,136.48,66.4
Tarapacá,Alto Hospicio,2022,1,Daños,203,398.3,89.1
Tarapacá,Alto Hospicio,2022,2,Amenazas y Riñas,66,100.75,65.5
Tarapacá,Alto Hospicio,2022,2,Homicidios y Femicidios,181,161.96,187.6
Tarapacá,Alto Hospicio,2022,2,Robos con Violencia e Intimidación,437,670.95,55.4
Tarapacá,Alto Hospicio,2022,2,Violaciones y Delitos Sexuales,121,68.91,66.1
Tarapacá,Alto Hospicio,2022,2,Ley de Control de Armas,459,249.56,75.3
Tarapacá,Alto Hospicio,2022,2,Delitos en Contexto de Violencia Intrafamiliar,327,311.23,101.5
Tarapacá,Alto Hospicio,2022,2,Consumo de Alcohol y Drogas en la Vía Pública,337,189.91,158.4
Tarapacá,Alto Hospicio,2022,2,Hurtos,285,476.57,111.9
Tarapacá,Alto Hospicio,2022,2,Daños,171,177.18,105.8
Tarapacá,Alto Hospicio,2022,3,Amenazas y Riñas,279,228.77,175.2
Tarapacá,Alto Hospicio,2022,3,Homicidios y Femicidios,353,217.51,97.4
Tarapacá,Alto Hospicio,2022,3,Robos con Violencia e Intimidación,365,226.73,101.8
Tarapacá,Alto Hospicio,2022,3,Violaciones y Delitos Sexuales,358,274.46,76.9
Tarapacá,Alto Hospicio,2022,3,Ley de Control de Armas,200,155.28,86.6
Tarapacá,Alto Hospicio,2022,3,Delitos en Contexto de Violencia Intrafamiliar,367,314.1,108.6
Tarapacá,Alto Hospicio,2022,3,Consumo de Alcohol y Drogas en la Vía Pública,366,185.68,196
Tarapacá,Alto Hospicio,2022,3,Hurtos,172,161.24,74.3
Tarapacá,Alto Hospicio,2022,3,Daños,419,295.16,104.3
Tarapacá,Alto Hospicio,2022,4,Amenazas y Riñas,147,95.58,177.7
Tarapacá,Alto Hospicio,2022,4,Homicidios y Femicidios,350,362.2,157.1
Tarapacá,Alto Hospicio,2022,4,Robos con Violencia e Intimidación,269,368.88,116.1
Tarapacá,Alto Hospicio,2022,4,Violaciones y Delitos Sexuales,435,632.41,179.2
Tarapacá,Alto Hospicio,2022,4,Ley de Control de Armas,29,15.63,178.9
Tarapacá,Alto Hospicio,2022,4,Delitos en Contexto de Violencia Intrafamiliar,366,183.99,93.8
Tarapacá,Alto Hospicio,2022,4,Consumo de Alcohol y Drogas en la Vía Pública,149,112.88,176.3
Tarapacá,Alto Hospicio,2022,4,Hurtos,81,52.6,64.8
Tarapacá,Alto Hospicio,2022,4,Daños,374,483.27,141.1
Tarapacá,Alto Hospicio,2022,5,Amenazas y Riñas,487,389.54,167.1
Tarapacá,Alto Hospicio,2022,5,Homicidios y Femicidios,216,311.17,160.9
Tarapacá,Alto Hospicio,2022,5,Robos con Violencia e Intimidación,205,235.47,75.9
Tarapacá,Alto Hospicio,2022,5,Violaciones y Delitos Sexuales,302,173.31,64.6
Tarapacá,Alto Hospicio,2022,5,Ley de Control de Armas,455,629.64,187.5
Tarapacá,Alto Hospicio,2022,5,Delitos en Contexto de Violencia Intrafamiliar,307,546.18,93.6
Tarapacá,Alto Hospicio,2022,5,Consumo de Alcohol y Drogas en la Vía Pública,91,62.72,142.9
Tarapacá,Alto Hospicio,2022,5,Hurtos,311,350.03,78.7
Tarapacá,Alto Hospicio,2022,5,Daños,110,111.02,126.8
Tarapacá,Alto Hospicio,2022,6,Amenazas y Riñas,309,176.49,166.3
Tarapacá,Alto Hospicio,2022,6,Homicidios y Femicidios,492,470.21,195.8
Tarapacá,Alto Hospicio,2022,6,Robos con Violencia e Intimidación,471,319.11,151.5
Tarapacá,Alto Hospicio,2022,6,Violaciones y Delitos Sexuales,461,270.85,66.5
Tarapacá,Alto Hospicio,2022,6,Ley de Control de Armas,492,688.93,141
Tarapacá,Alto Hospicio,2022,6,Delitos en Contexto de Violencia Intrafamiliar,183,92.59,85.2
Tarapacá,Alto Hospicio,2022,6,Consumo de Alcohol y Drogas en la Vía Pública,387,375.72,186.9
Tarapacá,Alto Hospicio,2022,6,Hurtos,398,260.73,148.8
Tarapacá,Alto Hospicio,2022,6,Daños,267,233.48,166.7
Tarapacá,Alto Hospicio,2022,7,Amenazas y Riñas,438,254.8,78.7
Tarapacá,Alto Hospicio,2022,7,Homicidios y Femicidios,361,266.01,168
Tarapacá,Alto Hospicio,2022,7,Robos con Violencia e Intimidación,85,49.39,98.8
Tarapacá,Alto Hospicio,2022,7,Violaciones y Delitos Sexuales,97,97.67,56.1
Tarapacá,Alto Hospicio,2022,7,Ley de Control de Armas,218,116.31,85.4
Tarapacá,Alto Hospicio,2022,7,Delitos en Contexto de Violencia Intrafamiliar,347,218.43,174.6
Tarapacá,Alto Hospicio,2022,7,Consumo de Alcohol y Drogas en la Vía Pública,250,253.68,148.8
